location,commodity,time_operation,opex_production,amount_produced,production_cost_per_unit,opex_transport,amount_imported,per_unit_import_cost,weighted_cost_per_unit,total_cost,production_to_import_ratio,scenario
AUS,Aluminium,0,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,1,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,2,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,3,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,4,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,5,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,6,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,7,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,8,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,9,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,10,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,11,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,12,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Aluminium,13,96868.08,60.0,1614.468,0.0,0.0,,1614.468,96868.08,,S5
AUS,Bauxite,0,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,1,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,2,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,3,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,4,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,5,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,6,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,7,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,8,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,9,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,10,7358.4,240.0,30.66,0.0,0.0,,30.66,7358.4,,S5
AUS,Bauxite,11,15556.265712892797,507.3798340799999,30.66,0.0,0.0,,30.66,15556.265712892797,,S5
AUS,Bauxite,12,32403.799523625617,1056.8753921600005,30.660000000000004,0.0,0.0,,30.660000000000004,32403.799523625617,,S5
