location,time_operation,commodity,weighted_cost_per_unit,conversion_factor,levelized_cost_per_kw,scenario
AUS,0,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,1,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,2,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,3,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,4,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,5,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,6,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,7,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,8,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,9,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,10,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,11,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,12,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,13,Aluminium,1614.468,4.0375,6.518414549999999,S4
AUS,0,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,1,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,2,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,3,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,4,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,5,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,6,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,7,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,8,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,9,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,10,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,11,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,12,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,13,Bauxite,30.66,16.15,0.49515899999999996,S4
AUS,0,Compressor,28400.57665784776,1.0,28.40057665784776,S4
AUS,1,Compressor,28248.738199592102,1.0,28.248738199592104,S4
AUS,2,Compressor,27999.992663777546,1.0,27.999992663777547,S4
AUS,3,Compressor,26055.14212229166,1.0,26.055142122291663,S4
AUS,4,Compressor,34477.10101756698,1.0,34.47710101756698,S4
AUS,5,Compressor,34219.00096,1.0,34.219000959999995,S4
AUS,6,Compressor,34534.5634466941,1.0,34.5345634466941,S4
AUS,7,Compressor,34907.90926530613,1.0,34.90790926530613,S4
AUS,8,Compressor,35311.007114197375,1.0,35.31100711419737,S4
AUS,9,Compressor,35715.850121955555,1.0,35.715850121955555,S4
AUS,10,Compressor,24437.24635521332,1.0,24.43724635521332,S4
