location,commodity,time_operation,total_production,total_production_cost,production_cost_per_unit,opex_cost,total_import_flow,total_import_production_cost,total_transport_cost,total_transport_opex,total_import_cost,total_output,domestic_ratio,import_ratio,weighted_cost,weighted_cost_per_unit,transport_to_production_ratio
AUS,Aluminium,0,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,1,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,2,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,3,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,4,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,5,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,6,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,7,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,8,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,9,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,10,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,11,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,12,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,13,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Bauxite,0,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,1,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,2,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,3,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,4,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,5,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,6,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,7,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,8,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,9,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,10,243.76,7473.6816,30.66,7473.6816,0.0,0.0,0.0,0.0,0.0,243.76,1.0,0.0,7473.6816,30.66,0.0
AUS,Bauxite,11,243.76,7473.6816,30.66,7473.6816,0.0,0.0,0.0,0.0,0.0,243.76,1.0,0.0,7473.6816,30.66,0.0
AUS,Bauxite,12,243.76,7473.6816,30.66,7473.6816,0.0,0.0,0.0,0.0,0.0,243.76,1.0,0.0,7473.6816,30.66,0.0
AUS,Bauxite,13,243.76,7473.6816,30.66,7473.6816,0.0,0.0,0.0,0.0,0.0,243.76,1.0,0.0,7473.6816,30.66,0.0
AUS,Compressor,0,1.3,72800.0,56000.0,72800.0,0.8099999999999998,22679.999999999996,16581.984368399997,16581.984368399997,39261.98436839999,2.11,0.6161137440758294,0.3838862559241706,59925.21674805877,28400.57665784776,0.22777451055494502
AUS,Compressor,1,1.3,72280.0,55600.0,72280.0,0.8099999999999998,22679.999999999996,16581.984368399997,16581.984368399997,39261.98436839999,2.11,0.6161137440758294,0.3838862559241706,59604.837601139334,28248.738199592102,0.22941317609850578
AUS,Compressor,2,1.3,71630.0,55100.0,71630.0,0.8099999999999998,22355.999999999996,16581.984368399997,16581.984368399997,38937.98436839999,2.11,0.6161137440758294,0.3838862559241706,59079.984520570615,27999.992663777546,0.231494965355298
AUS,Compressor,3,1.3,70980.0,54600.0,70980.0,0.8099999999999998,22112.999999999996,16581.984368399997,16581.984368399997,38694.98436839999,2.11,0.6161137440758294,0.3838862559241706,58586.22622673175,27765.983993711732,0.23361488262045643
AUS,Compressor,4,1.3,70460.0,54200.0,70460.0,1.2,63650.22544333687,39571.204608,39571.204608,103221.43005133688,2.5,0.52,0.48,86185.48642464171,34474.194569856685,0.5616123276752768
AUS,Compressor,5,1.3,69810.0,53700.0,69810.0,1.3,65260.0,42868.804992000005,42868.804992000005,108128.804992,2.6,0.5,0.5,88969.402496,34219.00096,0.6140782837988827
AUS,Compressor,6,1.3,69160.0,53200.0,69160.0,1.4,69440.0,46166.40537600001,46166.40537600001,115606.40537600001,2.7,0.48148148148148145,0.5185185185185185,93243.32130607407,34534.5634466941,0.6675304421052632
AUS,Compressor,7,1.3,68640.0,52800.0,68640.0,1.4,68600.0,46166.40537600001,46166.40537600001,114766.40537600001,2.7,0.48148148148148145,0.5185185185185185,92557.39538014815,34280.51680746228,0.6725874909090911
AUS,Compressor,8,1.3,67990.0,52300.0,67990.0,1.6,77600.0,52761.606144,52761.606144,130361.60614399999,2.9000000000000004,0.44827586206896547,0.5517241379310345,102401.9206311724,35311.007114197375,0.7760200933078394
AUS,Compressor,9,1.3,67470.0,51900.0,67470.0,1.7,81430.0,56059.206528,56059.206528,137489.206528,3.0,0.43333333333333335,0.5666666666666667,107147.55036586667,35715.850121955555,0.8308760416184972
AUS,Compressor,10,1.3,66820.0,51400.0,66820.0,1.8,85320.0,59356.806912,59356.806912,144676.806912,3.1,0.41935483870967744,0.5806451612903226,112027.17820696776,36137.7994216025,0.888308992996109
AUS,Compressor,11,1.3,66300.0,51000.0,66300.0,5.7,151685.00460000028,122257.93116449898,122257.93116449898,273942.93576449924,7.0,0.18571428571428572,0.8142857142857143,235380.67626537793,33625.81089505399,1.8440110281221564
AUS,Compressor,12,2.59,273985.0,105785.71428571429,130795.0,5.41,133627.0,110751.2783124,110751.2783124,244378.27831239998,8.0,0.32375,0.67625,253963.45445876048,31745.43180734506,0.4042238747099294
AUS,Compressor,13,2.74,153924.00000000003,56176.64233576643,137274.0,6.26,152744.0,128152.1261064,128152.1261064,280896.1261064,9.0,0.30444444444444446,0.6955555555555555,242240.16771400708,26915.57419044523,0.8325675405160987
AUS,Copper,0,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,0,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,1,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
AUS,Copper,1,0.0,0.0,,0.0,0.0,0.0,25.6354,25.6354,25.6354,0.0,0.0,0.0,0.0,,
