technology,carrier,location,time_operation,total_production,scenario_x,opex,scenario_y,capacity_type,capex,scenario,total_production_cost,opex_cost,production_cost_per_unit,opex_per_unit,commodity
Aluminium_production,Aluminium,AUS,0,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,1,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,2,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,3,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,4,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,5,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,6,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,7,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,8,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,9,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,10,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,11,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,12,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUS,13,60.0,S2,96868.08,S2,power,0.0,S2,96868.08,96868.08,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,AUT,0,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,1,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,2,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,3,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,4,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,5,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,6,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,7,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,8,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,9,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,10,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,11,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,12,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,AUT,13,19.64,S2,33669.48048,S2,power,0.0,S2,33669.48048,33669.48048,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,BRA,0,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,1,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,2,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,3,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,4,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,5,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,6,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,7,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,8,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,9,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,10,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,11,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,12,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,BRA,13,32.44,S2,54078.38831999999,S2,power,0.0,S2,54078.38831999999,54078.38831999999,1667.0279999999998,1667.0279999999998,Aluminium
Aluminium_production,Aluminium,CHN,0,276.36,S2,448595.29008,S2,power,0.0,S2,448595.29008,448595.29008,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,1,313.57470644,S2,509003.2435851883,S2,power,0.0,S2,509003.2435851883,509003.2435851883,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,2,355.04206636,S2,576314.22329341,S2,power,0.0,S2,576314.22329341,576314.22329341,1623.228,1623.228,Aluminium
Aluminium_production,Aluminium,CHN,3,401.35088552,S2,651483.9952008586,S2,power,0.0,S2,651483.9952008586,651483.9952008586,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,4,453.18010612,S2,735614.6372969553,S2,power,0.0,S2,735614.6372969553,735614.6372969553,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,5,511.31338716,S2,829978.2068129524,S2,power,0.0,S2,829978.2068129524,829978.2068129524,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,6,576.65601992,S2,936044.1979027016,S2,power,0.0,S2,936044.1979027016,936044.1979027016,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,7,650.25471184,S2,1055511.6553906195,S2,power,0.0,S2,1055511.6553906195,1055511.6553906195,1623.228,1623.228,Aluminium
Aluminium_production,Aluminium,CHN,8,733.3205620000001,S2,1190346.4692141362,S2,power,0.0,S2,1190346.4692141362,1190346.4692141362,1623.228,1623.228,Aluminium
Aluminium_production,Aluminium,CHN,9,827.2559958,S2,1342825.0955504423,S2,power,0.0,S2,1342825.0955504423,1342825.0955504423,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,10,933.68604264,S2,1515585.3276224416,S2,power,0.0,S2,1515585.3276224416,1515585.3276224416,1623.2279999999996,1623.2279999999996,Aluminium
Aluminium_production,Aluminium,CHN,11,1054.4949585200002,S2,1711685.7425285026,S2,power,0.0,S2,1711685.7425285026,1711685.7425285026,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,12,1191.86884804,S2,1934674.886466273,S2,power,0.0,S2,1934674.886466273,1934674.886466273,1623.2279999999998,1623.2279999999998,Aluminium
Aluminium_production,Aluminium,CHN,13,1348.34555436,S2,2188672.257512674,S2,power,0.0,S2,2188672.257512674,2188672.257512674,1623.228,1623.228,Aluminium
Aluminium_production,Aluminium,CZE,0,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,1,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,2,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,3,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,4,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,5,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,6,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,7,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,8,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,9,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,10,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,11,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,12,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,CZE,13,2.4,S2,4114.3968,S2,power,0.0,S2,4114.3968,4114.3968,1714.3320000000003,1714.3320000000003,Aluminium
Aluminium_production,Aluminium,DEU,0,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,1,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,2,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,3,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,4,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,5,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,6,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,7,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,8,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,9,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,10,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,11,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,12,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,DEU,13,22.0,S2,37715.304,S2,power,0.0,S2,37715.304,37715.304,1714.3319999999999,1714.3319999999999,Aluminium
Aluminium_production,Aluminium,ITA,0,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,1,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,2,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,3,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,4,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,5,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,6,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,7,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,8,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,9,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,10,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,11,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,12,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ITA,13,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,JPN,0,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,1,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,2,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,3,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,4,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,5,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,6,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,7,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,8,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,9,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,10,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,11,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,12,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,JPN,13,1.2,S2,1937.3616,S2,power,0.0,S2,1937.3616,1937.3616,1614.468,1614.468,Aluminium
Aluminium_production,Aluminium,KOR,0,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,1,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,2,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,3,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,4,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,5,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,6,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,7,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,8,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,9,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,10,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,11,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,12,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,KOR,13,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ROE,0,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ROE,1,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ROE,2,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ROE,3,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ROE,4,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ROE,5,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
Aluminium_production,Aluminium,ROE,6,0.0,S2,0.0,S2,power,0.0,S2,0.0,0.0,,,Aluminium
